x_,y_,t_,id
596975.531552188,4732138.91385002,2011/01/29 07:12:10+00,1469
596954.335866141,4732096.19997219,2011/01/29 07:16:43+00,1469
596941.776934409,4732235.63490707,2011/01/29 07:19:26+00,1469
596926.940753329,4732280.63102827,2011/01/29 07:20:06+00,1469
596945.593329403,4732318.42222044,2011/01/29 07:22:04+00,1469
596860.265138879,4732285.19389168,2011/01/29 07:26:11+00,1469
596858.451849776,4732273.20656799,2011/01/29 07:28:07+00,1469
596864.689642976,4732273.27179401,2011/01/29 07:30:07+00,1469
596901.965197027,4732329.9831902,2011/01/29 07:32:06+00,1469
596953.482358361,4732570.14405638,2011/01/29 07:40:10+00,1469
596958.976451843,4732552.59481895,2011/01/29 07:42:09+00,1469
596952.046050732,4732572.73397651,2011/01/29 07:45:22+00,1469
596937.424686563,4732590.78823877,2011/01/29 07:46:49+00,1469
596941.460828241,4732591.95553732,2011/01/29 07:48:07+00,1469
596950.406922768,4732644.03821236,2011/01/29 07:51:20+00,1469
596892.627768396,4732692.81910063,2011/01/29 07:52:09+00,1469
596839.006436969,4732797.80309047,2011/01/29 07:55:37+00,1469
596832.914580276,4732910.01754982,2011/01/29 07:57:30+00,1469
596832.873638464,4732932.79682036,2011/01/29 07:59:03+00,1469
596744.26645731,4733026.08453857,2011/01/29 08:05:41+00,1469
596758.225565893,4733033.58824478,2011/01/29 08:07:22+00,1469
596747.19953697,4733076.77216388,2011/01/29 08:10:07+00,1469
596609.20039582,4733138.40451806,2011/01/29 08:12:06+00,1469
596514.927590701,4733259.69351948,2011/01/29 08:20:13+00,1469
596366.074064569,4733217.27588516,2011/01/29 08:26:05+00,1469
596321.510363845,4733194.26328935,2011/01/29 08:28:28+00,1469
596477.98792854,4733105.23879574,2011/01/29 08:35:07+00,1469
596298.489567301,4733268.93464538,2011/01/29 08:42:57+00,1469
596111.48672808,4733282.49045895,2011/01/29 08:46:09+00,1469
596100.282696489,4733276.41472369,2011/01/29 08:48:14+00,1469
596023.43821098,4733266.54961563,2011/01/29 08:53:32+00,1469
596023.956319347,4733269.32237816,2011/01/29 08:54:10+00,1469
595984.692260114,4733349.12231689,2011/01/29 08:58:17+00,1469
595927.954053566,4733320.33424162,2011/01/29 09:03:22+00,1469
595929.065868541,4733326.92482722,2011/01/29 09:04:12+00,1469
595803.561400537,4733383.37083025,2011/01/29 09:09:22+00,1469
595782.466108224,4733396.37295334,2011/01/29 09:10:05+00,1469
595763.312520164,4733484.83848579,2011/01/29 09:12:04+00,1469
595791.607414576,4733389.45809471,2011/01/29 09:16:19+00,1469
595894.436024584,4733171.47274569,2011/01/29 09:20:05+00,1469
596060.514179171,4733207.58888353,2011/01/29 09:26:53+00,1469
596405.727923781,4733007.25755325,2011/01/29 09:36:28+00,1469
596416.126409284,4732993.05283764,2011/01/29 09:38:08+00,1469
596412.075989752,4732971.21610629,2011/01/29 09:40:10+00,1469
596595.466536474,4732950.86478346,2011/01/29 09:48:22+00,1469
596590.914724025,4732966.68370779,2011/01/29 09:52:14+00,1469
596591.215841376,4732950.41661671,2011/01/29 09:58:08+00,1469
596578.669029855,4733005.83018762,2011/01/29 10:02:50+00,1469
596403.180754648,4732899.39834902,2011/01/29 10:06:51+00,1469
596401.03800112,4732852.89810219,2011/01/29 10:10:07+00,1469
596413.626856146,4732755.07954647,2011/01/29 10:18:10+00,1469
596413.64665449,4732770.67359872,2011/01/29 10:22:33+00,1469
596538.811052755,4732920.1847544,2011/01/29 10:28:30+00,1469
596573.723697885,4732976.01733807,2011/01/29 10:34:45+00,1469
596649.010381061,4732906.66486506,2011/01/29 10:38:07+00,1469
596520.453216208,4732696.01749929,2011/01/29 10:42:35+00,1469
596473.66916865,4732622.49315474,2011/01/29 10:45:40+00,1469
596523.604826153,4732624.54560634,2011/01/29 10:46:09+00,1469
596641.873971842,4732458.17694489,2011/01/29 10:50:13+00,1469
596657.174733838,4732406.7337825,2011/01/29 10:52:09+00,1469
596550.403254568,4732400.53178253,2011/01/29 10:56:08+00,1469
596525.753860504,4732388.0811175,2011/01/29 11:01:25+00,1469
596510.622229606,4732353.62787042,2011/01/29 11:05:31+00,1469
596579.759109981,4732412.4707741,2011/01/29 11:07:11+00,1469
596647.323558895,4732427.95413605,2011/01/29 11:09:24+00,1469
596669.604989706,4732414.18255479,2011/01/29 11:10:11+00,1469
596658.897996471,4732488.9695655,2011/01/29 11:13:37+00,1469
596645.863839903,4732479.63533117,2011/01/29 11:14:06+00,1469
596734.111594405,4732446.31734276,2011/01/29 11:17:16+00,1469
596714.588477652,4732453.11900627,2011/01/29 11:18:07+00,1469
596811.730677756,4732524.79587851,2011/01/29 11:20:04+00,1469
596926.949763377,4732443.41088707,2011/01/29 11:22:09+00,1469
596951.225532515,4732337.13827912,2011/01/29 11:24:06+00,1469
596968.742504549,4732268.55588153,2011/01/29 11:26:08+00,1469
597046.519815094,4732239.5486256,2011/01/29 11:28:39+00,1469
597045.692291718,4732209.8599039,2011/01/29 11:30:13+00,1469
597044.698942374,4732205.9697155,2011/01/29 11:32:08+00,1469
597041.711187762,4732186.10230001,2011/01/29 11:34:09+00,1469
597015.891803889,4732046.46179473,2011/01/29 11:40:28+00,1469
597109.626732533,4731988.51303366,2011/01/29 11:42:09+00,1469
597246.503309693,4731799.71352144,2011/01/29 11:47:26+00,1469
597309.464299584,4731688.32208789,2011/01/29 11:51:29+00,1469
597310.850660522,4731672.43681049,2011/01/29 11:52:07+00,1469
597334.977787898,4731445.31132596,2011/01/29 11:56:08+00,1469
597338.393921026,4731345.18812327,2011/01/29 11:58:08+00,1469
597326.800421203,4731310.20537353,2011/01/29 12:00:09+00,1469
597339.113439245,4731297.5838463,2011/01/29 12:08:51+00,1469
597328.422754622,4731285.12708449,2011/01/29 12:20:52+00,1469
597346.245294205,4731291.20907979,2011/01/29 12:26:15+00,1469
597331.906833663,4731297.6378571,2011/01/29 12:28:32+00,1469
597277.006265092,4731325.93121502,2011/01/29 12:31:26+00,1469
597332.398656579,4731303.99781291,2011/01/29 12:33:09+00,1469
597423.335368095,4731272.34757084,2011/01/29 12:35:10+00,1469
597301.018367019,4731331.48934011,2011/01/30 01:23:26+00,1469
597314.99586852,4731323.35609498,2011/01/30 01:28:44+00,1469
597298.353286463,4731313.14799078,2011/01/30 01:32:41+00,1469
597224.592516679,4731317.17473273,2011/01/30 01:38:42+00,1469
597227.352947579,4731274.03074694,2011/01/30 01:46:36+00,1469
597136.029553972,4731244.70239699,2011/01/30 01:50:15+00,1469
597139.662446898,4731243.15408767,2011/01/30 01:52:04+00,1469
597105.871005438,4731195.17600099,2011/01/30 01:58:35+00,1469
597040.193679881,4731263.19282727,2011/01/30 02:04:29+00,1469
597016.76830536,4731327.81586524,2011/01/30 02:06:06+00,1469
596950.052529962,4731401.71656822,2011/01/30 02:10:25+00,1469
596954.797257453,4731408.45823689,2011/01/30 02:15:21+00,1469
596949.696876088,4731408.97534794,2011/01/30 02:16:06+00,1469
596956.682949075,4731404.78616404,2011/01/30 02:18:09+00,1469
596921.946837628,4731427.06767716,2011/01/30 02:20:07+00,1469
596871.010208036,4731378.38386517,2011/01/30 02:23:31+00,1469
596837.142098106,4731387.81643602,2011/01/30 02:25:23+00,1469
596831.005519423,4731393.32822716,2011/01/30 02:26:10+00,1469
596654.823607245,4731497.11974531,2011/01/30 02:32:41+00,1469
596643.464944914,4731494.89507125,2011/01/30 02:34:09+00,1469
596606.487860516,4731498.35431668,2011/01/30 02:36:11+00,1469
596543.191594281,4731482.64249909,2011/01/30 02:38:13+00,1469
596381.080892238,4731549.05245632,2011/01/30 02:41:32+00,1469
596377.923356563,4731558.22694833,2011/01/30 02:43:15+00,1469
596399.302731624,4731576.99547564,2011/01/30 02:44:20+00,1469
596382.262773024,4731564.11845464,2011/01/30 02:46:11+00,1469
596316.298658493,4731559.47815756,2011/01/30 02:50:09+00,1469
596129.70643036,4731584.93577191,2011/01/30 02:54:07+00,1469
596014.697928653,4731610.21516504,2011/01/30 02:58:28+00,1469
596018.395342032,4731578.64593407,2011/01/30 03:00:15+00,1469
596020.588612717,4731510.35948162,2011/01/30 03:04:08+00,1469
595921.160834613,4731484.34437299,2011/01/30 03:06:09+00,1469
595896.363551205,4731459.22138639,2011/01/30 03:08:07+00,1469
595859.206767401,4731491.60378731,2011/01/30 03:10:20+00,1469
595722.852073527,4731531.03063132,2011/01/30 03:14:09+00,1469
595730.004519975,4731531.90715767,2011/01/30 03:18:21+00,1469
595740.368895286,4731552.1314943,2011/01/30 03:24:29+00,1469
595777.171324816,4731562.98165888,2011/01/30 03:30:37+00,1469
595772.548418774,4731562.7398917,2011/01/30 03:32:08+00,1469
595764.011475725,4731640.51236501,2011/01/30 03:38:23+00,1469
595776.416065959,4731677.15841896,2011/01/30 03:40:09+00,1469
595742.494435686,4731767.51840678,2011/01/30 03:49:10+00,1469
595732.307428893,4731763.47886203,2011/01/30 03:57:22+00,1469
595742.912549742,4731767.47977265,2011/01/30 03:58:13+00,1469
595734.293959043,4731791.48397389,2011/01/30 04:00:05+00,1469
595737.839492806,4731823.97554949,2011/01/30 04:02:21+00,1469
595710.340059189,4731833.20188358,2011/01/30 04:04:07+00,1469
595636.99963596,4731864.17364452,2011/01/30 04:06:14+00,1469
595610.408792539,4731874.62356352,2011/01/30 04:08:08+00,1469
595626.795206279,4731945.42177944,2011/01/30 04:14:12+00,1469
595627.675918629,4731952.18679457,2011/01/30 04:16:09+00,1469
595635.864476704,4731950.93399562,2011/01/30 04:18:08+00,1469
595654.629704882,4731991.21088849,2011/01/30 04:26:25+00,1469
595627.227016703,4731994.68563919,2011/01/30 04:28:09+00,1469
595556.066591437,4731980.06236507,2011/01/30 04:32:09+00,1469
595479.428333574,4731976.70400432,2011/01/30 04:34:06+00,1469
595470.643888458,4731983.75751588,2011/01/30 04:36:08+00,1469
595446.506083484,4731955.36877614,2011/01/30 04:38:13+00,1469
595408.756758368,4731923.08258524,2011/01/30 04:40:07+00,1469
595412.598627676,4731713.59827516,2011/01/30 04:50:31+00,1469
595498.324351047,4731714.28250329,2011/01/30 04:52:08+00,1469
595550.321301003,4731685.5686574,2011/01/30 04:54:06+00,1469
595607.817918731,4731644.64734838,2011/01/30 04:56:12+00,1469
595606.25660329,4731646.23620976,2011/01/30 04:58:13+00,1469
595689.202187395,4731683.38068497,2011/01/30 05:06:07+00,1469
595770.48495635,4731732.92035176,2011/01/30 05:11:05+00,1469
595776.321156456,4731741.90874516,2011/01/30 05:12:06+00,1469
595784.804618853,4731735.93988432,2011/01/30 05:14:07+00,1469
595694.723618451,4731598.024991,2011/01/30 05:20:23+00,1469
595677.01954907,4731590.44951495,2011/01/30 05:22:14+00,1469
595732.630002742,4731556.9445312,2011/01/30 05:25:22+00,1469
595738.137775,4731542.95983758,2011/01/30 05:26:07+00,1469
595732.467665453,4731543.83646746,2011/01/30 05:29:34+00,1469
595735.627658395,4731538.56016521,2011/01/30 05:30:40+00,1469
595735.965817602,4731536.61008361,2011/01/30 05:32:06+00,1469
595732.718432893,4731534.59923067,2011/01/30 05:34:09+00,1469
595738.97066469,4731535.44108428,2011/01/30 05:39:16+00,1469
595732.122647113,4731536.82340957,2011/01/30 05:40:05+00,1469
595735.873013637,4731534.44300665,2011/01/30 05:43:40+00,1469
595729.217991062,4731513.61476331,2011/01/30 05:44:11+00,1469
595794.820770221,4731479.38234574,2011/01/30 05:50:08+00,1469
595812.535446467,4731417.68624359,2011/01/30 06:01:23+00,1469
595787.163334368,4731427.49713835,2011/01/30 06:05:40+00,1469
595788.762037391,4731430.30705671,2011/01/30 06:06:07+00,1469
595803.228427943,4731410.9710065,2011/01/30 06:08:30+00,1469
595724.919403693,4731451.52474627,2011/01/30 06:14:21+00,1469
595722.758256735,4731458.58083961,2011/01/30 06:17:19+00,1469
595721.242517757,4731446.2314988,2011/01/30 06:18:08+00,1469
595721.078980493,4731454.49255973,2011/01/30 06:20:12+00,1469
595723.362124604,4731454.5908193,2011/01/30 06:22:08+00,1469
595712.949674661,4731452.01427093,2011/01/30 06:24:09+00,1469
595688.236959689,4731469.22055436,2011/01/30 06:26:04+00,1469
595686.409823177,4731492.96342483,2011/01/30 06:29:38+00,1469
595677.017570356,4731479.98304422,2011/01/30 06:31:31+00,1469
595661.595502644,4731480.84691844,2011/01/30 06:32:07+00,1469
595666.907609341,4731495.78109909,2011/01/30 06:35:32+00,1469
595663.817238861,4731506.67834418,2011/01/30 06:36:08+00,1469
595548.721080623,4731527.09956143,2011/01/30 06:40:10+00,1469
595508.417607869,4731625.58017044,2011/01/30 06:44:08+00,1469
595401.645817205,4731697.3980225,2011/01/30 06:48:05+00,1469
595307.798573949,4731810.63452305,2011/01/30 06:52:14+00,1469
595224.053571162,4731855.85018664,2011/01/30 06:55:40+00,1469
595203.353542241,4731841.10419631,2011/01/30 06:56:08+00,1469
595241.09928443,4731990.78599932,2011/01/30 07:04:41+00,1469
595296.427637763,4732015.93887132,2011/01/30 07:08:09+00,1469
595315.890791648,4732024.73717512,2011/01/30 07:10:13+00,1469
595325.415140439,4732021.60320658,2011/01/30 07:12:09+00,1469
595300.102846455,4732052.81907601,2011/01/30 07:14:11+00,1469
595274.054259387,4732010.96560062,2011/01/30 07:16:12+00,1469
595231.758448945,4732006.15098737,2011/01/30 07:18:06+00,1469
595213.836514226,4732048.89770878,2011/01/30 07:20:08+00,1469
595157.38836127,4732121.71254613,2011/01/30 07:23:05+00,1469
595129.848291,4732115.6023544,2011/01/30 07:24:10+00,1469
595129.252890705,4732111.27368882,2011/01/30 07:26:06+00,1469
595033.262558143,4732046.48981514,2011/01/30 07:32:15+00,1469
595041.464317517,4732011.51686697,2011/01/30 07:36:07+00,1469
595166.63807002,4731953.60818326,2011/01/30 07:45:00+00,1469
595063.033811331,4731930.90197947,2011/01/30 07:47:36+00,1469
595065.773215588,4731947.22193594,2011/01/30 07:48:17+00,1469
595002.582518204,4731986.45886352,2011/01/30 07:52:31+00,1469
595061.394339362,4731932.23443208,2011/01/30 07:54:06+00,1469
595026.953043742,4731933.73772705,2011/01/30 07:56:09+00,1469
595053.500006417,4731928.77165192,2011/01/30 07:58:16+00,1469
595057.536220344,4731841.88473037,2011/01/30 08:05:17+00,1469
595012.121709029,4731871.47014896,2011/01/30 08:06:40+00,1469
595012.454026576,4731880.64876475,2011/01/30 08:08:08+00,1469
595011.605610318,4731864.34372659,2011/01/30 08:10:06+00,1469
595032.684509861,4731895.62095752,2011/01/30 08:12:08+00,1469
595039.410244936,4731855.46314643,2011/01/30 08:14:10+00,1469
595229.304843785,4731890.09756826,2011/01/30 08:19:39+00,1469
595229.030869713,4731902.25552556,2011/01/30 08:20:55+00,1469
595404.619007872,4731883.56366253,2011/01/30 08:26:08+00,1469
595642.399929987,4731951.9907188,2011/01/30 08:32:45+00,1469
595633.563733423,4731942.06128232,2011/01/30 08:34:06+00,1469
595620.628099656,4731942.00445689,2011/01/30 08:36:09+00,1469
595627.411727641,4731938.14436457,2011/01/30 08:50:36+00,1469
595624.616736732,4731935.99543033,2011/01/30 09:00:46+00,1469
595624.708197159,4731940.62815847,2011/01/30 09:02:09+00,1469
595624.401541267,4731939.71317196,2011/01/30 09:04:07+00,1469
595636.373673704,4731937.21325318,2011/01/30 09:06:12+00,1469
595629.342851338,4731948.87787375,2011/01/30 09:08:06+00,1469
595631.551532759,4731940.14531038,2011/01/30 09:14:52+00,1469
595625.538220764,4732029.15945128,2011/01/30 10:01:13+00,1469
595618.2565207,4731940.61663431,2011/01/30 11:01:20+00,1469
595625.603717668,4731942.77302208,2011/01/30 12:00:44+00,1469
595629.54853595,4731948.21432249,2011/01/30 18:00:44+00,1469
595626.461140206,4731937.02054825,2011/01/30 19:00:52+00,1469
595622.668633348,4731944.83156087,2011/01/30 22:00:51+00,1469
595616.647146687,4731922.01298408,2011/01/30 22:10:46+00,1469
595621.621172899,4731934.73225196,2011/01/30 22:12:13+00,1469
595614.536601635,4731931.34666707,2011/01/30 22:14:10+00,1469
595677.226351468,4731968.81064934,2011/01/30 22:22:32+00,1469
595743.912955956,4732208.22698473,2011/01/30 22:30:59+00,1469
595721.456661873,4732237.08189686,2011/01/30 22:32:07+00,1469
595752.163111422,4732262.77492635,2011/01/30 22:34:04+00,1469
595787.498122762,4732313.05572092,2011/01/30 22:36:17+00,1469
595793.253701085,4732310.10339701,2011/01/30 22:38:05+00,1469
595788.043268307,4732288.49539172,2011/01/30 22:40:06+00,1469
595830.656770186,4732316.8972793,2011/01/30 22:42:06+00,1469
595924.277842641,4732361.66773149,2011/01/30 22:48:41+00,1469
596007.265852337,4732350.23647094,2011/01/30 22:52:06+00,1469
596014.578548509,4732225.79921318,2011/01/30 22:56:19+00,1469
596016.747708001,4732142.16297236,2011/01/30 22:58:18+00,1469
596026.291231663,4732138.25276507,2011/01/30 23:00:06+00,1469
595982.18294844,4731953.94718045,2011/01/30 23:06:43+00,1469
595880.533010702,4731971.70616467,2011/01/30 23:12:50+00,1469
595890.282320232,4731832.00887721,2011/01/30 23:18:12+00,1469
595911.955160659,4731778.33137393,2011/01/30 23:20:06+00,1469
595940.252830728,4731694.53584593,2011/01/30 23:25:29+00,1469
595934.564755182,4731674.2983444,2011/01/30 23:26:10+00,1469
596001.01001206,4731584.69078411,2011/01/30 23:32:50+00,1469
596008.749412936,4731565.11732947,2011/01/30 23:39:08+00,1469
596017.82088183,4731559.87884319,2011/01/30 23:41:16+00,1469
596000.718081294,4731569.15965139,2011/01/30 23:42:05+00,1469
596008.508897365,4731572.41104873,2011/01/30 23:44:07+00,1469
595995.112519806,4731570.10360271,2011/01/30 23:46:09+00,1469
595978.571428755,4731567.24160688,2011/01/30 23:48:14+00,1469
596016.947744378,4731562.02140077,2011/01/30 23:50:16+00,1469
596006.215592722,4731580.12051818,2011/01/31 00:00:14+00,1469
596005.024516971,4731570.96321123,2011/01/31 00:10:52+00,1469
596007.370643892,4731562.98791593,2011/01/31 01:00:44+00,1469
596005.695973934,4731620.47481953,2011/01/31 01:16:52+00,1469
595806.432044014,4731622.29675789,2011/01/31 01:20:53+00,1469
595714.650522023,4731595.85746857,2011/01/31 01:24:29+00,1469
595734.472344412,4731568.76528409,2011/01/31 01:28:04+00,1469
595737.802520978,4731525.78435452,2011/01/31 01:34:10+00,1469
595732.958083746,4731538.57872107,2011/01/31 01:36:07+00,1469
595737.387811451,4731536.80748661,2011/01/31 01:38:08+00,1469
595780.062102785,4731741.38304475,2011/01/31 01:46:09+00,1469
595784.685872505,4731836.07561313,2011/01/31 01:54:06+00,1469
595799.115030608,4731856.57853826,2011/01/31 01:56:12+00,1469
595842.997814271,4731821.99006451,2011/01/31 01:58:06+00,1469
595897.480788293,4731861.408068,2011/01/31 02:00:10+00,1469
595939.317510342,4731907.59259711,2011/01/31 02:02:10+00,1469
596091.638901072,4732003.71556544,2011/01/31 02:06:30+00,1469
596177.049805104,4732026.19519391,2011/01/31 02:09:23+00,1469
596245.580235801,4731995.57308602,2011/01/31 02:11:19+00,1469
596255.446547362,4732009.66046507,2011/01/31 02:12:07+00,1469
596354.383978771,4732004.45300516,2011/01/31 02:14:05+00,1469
596362.482845849,4732000.24544193,2011/01/31 02:16:05+00,1469
596378.484964714,4731990.59477545,2011/01/31 02:18:06+00,1469
596415.442914731,4731972.46222114,2011/01/31 02:21:21+00,1469
596457.014776437,4731972.80910886,2011/01/31 02:23:25+00,1469
596497.656258496,4731972.35468162,2011/01/31 02:24:54+00,1469
596531.694654423,4731946.97374171,2011/01/31 02:26:05+00,1469
596594.624207158,4731964.01326869,2011/01/31 02:29:31+00,1469
596610.926795529,4731955.15590203,2011/01/31 02:30:37+00,1469
596752.327479047,4731929.42296714,2011/01/31 02:33:21+00,1469
596843.524920771,4731953.74673533,2011/01/31 02:35:31+00,1469
596841.39707598,4731953.09494246,2011/01/31 02:36:04+00,1469
596842.76339714,4731951.41476665,2011/01/31 02:38:06+00,1469
596842.370118468,4731947.34420906,2011/01/31 02:40:07+00,1469
596840.510275868,4731953.85998335,2011/01/31 02:42:08+00,1469
596984.735134417,4732052.51076483,2011/01/31 02:48:53+00,1469
596967.277273172,4732070.15865518,2011/01/31 02:50:10+00,1469
597031.861478167,4732114.40353535,2011/01/31 02:56:08+00,1469
597047.258394864,4732217.8565083,2011/01/31 03:02:29+00,1469
596929.437065967,4732315.70766663,2011/01/31 03:06:57+00,1469
596932.722553322,4732304.44713965,2011/01/31 03:12:11+00,1469
596973.755609766,4732274.21290137,2011/01/31 03:15:40+00,1469
596938.898424125,4732252.89875419,2011/01/31 03:20:23+00,1469
596938.202696241,4732251.13413632,2011/01/31 03:22:07+00,1469
596940.046062308,4732266.22067425,2011/01/31 03:24:08+00,1469
596931.763592303,4732310.94221055,2011/01/31 03:30:09+00,1469
596921.055933632,4732194.69374524,2011/01/31 03:38:36+00,1469
596899.718623197,4732119.44655377,2011/01/31 03:44:21+00,1469
596898.099417195,4732154.34328263,2011/01/31 03:46:04+00,1469
596957.896072533,4732201.33034967,2011/01/31 03:48:04+00,1469
596958.081722893,4732196.268302,2011/01/31 03:50:09+00,1469
596939.128165013,4732195.66918402,2011/01/31 03:52:15+00,1469
596928.874512076,4732200.55667947,2011/01/31 03:54:13+00,1469
596932.569084885,4732193.98891558,2011/01/31 03:56:09+00,1469
596951.591542404,4732207.18397309,2011/01/31 03:58:08+00,1469
596966.401128058,4732144.84997826,2011/01/31 04:00:10+00,1469
596972.087729395,4732148.02854423,2011/01/31 04:02:42+00,1469
596959.456943732,4732110.51060436,2011/01/31 04:04:09+00,1469
596938.557200911,4732291.81182531,2011/01/31 04:14:52+00,1469
596939.215968926,4732313.13481528,2011/01/31 04:22:23+00,1469
596932.296940246,4732265.33449752,2011/01/31 04:30:14+00,1469
596926.120811299,4732345.50483778,2011/01/31 04:36:07+00,1469
596929.388849992,4732336.65421739,2011/01/31 04:42:59+00,1469
597040.502498849,4732099.59747444,2011/01/31 04:48:09+00,1469
597218.517379285,4732244.34318672,2011/01/31 04:52:05+00,1469
597461.275176343,4732448.43910679,2011/01/31 05:02:42+00,1469
597279.277811975,4732268.61125163,2011/01/31 05:10:08+00,1469
597233.847129938,4732226.08842503,2011/01/31 05:12:08+00,1469
597137.497290535,4732112.58895063,2011/01/31 05:14:06+00,1469
597064.394110143,4732086.73826432,2011/01/31 05:16:18+00,1469
597042.922407278,4732096.35498167,2011/01/31 05:18:15+00,1469
596988.558429247,4732156.36758645,2011/01/31 05:24:16+00,1469
597046.078500778,4732282.04776737,2011/01/31 05:31:22+00,1469
597064.352180661,4732282.07119403,2011/01/31 05:40:54+00,1469
597068.603614377,4732265.59303767,2011/01/31 05:51:20+00,1469
597054.125504455,4732276.29644973,2011/01/31 06:01:32+00,1469
596997.586722811,4732386.92496276,2011/01/31 06:56:32+00,1469
596932.57616875,4732318.38398846,2011/01/31 07:04:31+00,1469
596912.986749235,4732390.580397,2011/01/31 07:08:29+00,1469
596940.297631428,4732285.63870603,2011/01/31 07:14:06+00,1469
596959.421412155,4732345.27231503,2011/01/31 07:16:04+00,1469
596907.978861559,4732280.64273988,2011/01/31 07:18:14+00,1469
596903.371808629,4732195.23430645,2011/01/31 07:20:07+00,1469
596877.879238147,4732155.31483183,2011/01/31 07:22:13+00,1469
596892.189392259,4732090.01931922,2011/01/31 07:24:07+00,1469
596940.153001151,4732066.00182352,2011/01/31 07:27:40+00,1469
596911.206687701,4732098.93810424,2011/01/31 07:32:13+00,1469
596941.521829039,4732076.98332992,2011/01/31 07:34:13+00,1469
596959.36085858,4732068.92580006,2011/01/31 07:36:14+00,1469
597064.649879438,4731912.88874689,2011/01/31 07:42:53+00,1469
597300.594656997,4731579.70695729,2011/01/31 07:51:33+00,1469
597297.459712254,4731570.32208956,2011/01/31 07:52:09+00,1469
597339.581035855,4731470.21073269,2011/01/31 07:54:56+00,1469
597373.958061454,4731397.94607032,2011/01/31 07:56:18+00,1469
597346.37296554,4731334.4714631,2011/01/31 07:58:10+00,1469
597373.336968682,4731284.51571074,2011/01/31 08:00:11+00,1469
597339.474027949,4731298.14425911,2011/01/31 08:08:58+00,1469
597243.007632897,4731325.95261678,2011/01/31 08:21:29+00,1469
597322.923033768,4731315.15989805,2011/01/31 10:53:04+00,1469
597322.035228514,4731297.37668436,2011/01/31 10:54:10+00,1469
597326.831019245,4731301.05388685,2011/01/31 10:56:13+00,1469
597315.628707645,4731311.55858728,2011/01/31 10:58:17+00,1469
597329.316557623,4731321.09204534,2011/01/31 11:00:46+00,1469
597305.07307081,4731305.21244545,2011/01/31 11:04:09+00,1469
597321.886258771,4731298.65185687,2011/01/31 23:49:25+00,1469
597525.579533522,4731353.41338496,2011/02/01 00:02:24+00,1469
597537.81778274,4731353.07516499,2011/02/01 00:08:26+00,1469
597549.512011379,4731344.28819091,2011/02/01 00:10:07+00,1469
597668.840365425,4731204.15170517,2011/02/01 00:14:09+00,1469
597727.6594567,4731120.71642141,2011/02/01 00:16:06+00,1469
597897.654023234,4731015.67546668,2011/02/01 00:19:40+00,1469
597915.000609223,4731038.03462986,2011/02/01 00:21:31+00,1469
597915.045053578,4731041.25620821,2011/02/01 00:22:32+00,1469
597885.086381133,4731102.26318368,2011/02/01 00:30:46+00,1469
597785.190091329,4730944.95548938,2011/02/01 00:36:10+00,1469
597582.48355578,4730987.7840686,2011/02/01 00:40:08+00,1469
597568.585486942,4730995.44033195,2011/02/01 00:42:14+00,1469
597534.818564113,4731014.32279715,2011/02/01 00:44:07+00,1469
597528.794797591,4730977.53016297,2011/02/01 00:46:06+00,1469
597436.182524939,4731008.06706245,2011/02/01 00:50:09+00,1469
597390.349021091,4730957.55212882,2011/02/01 00:52:15+00,1469
597323.688452891,4730836.79435768,2011/02/01 00:56:10+00,1469
597371.512058874,4730695.52431488,2011/02/01 00:58:04+00,1469
597320.05920768,4730630.96970732,2011/02/01 01:00:10+00,1469
597303.650096819,4730528.99042917,2011/02/01 01:02:20+00,1469
597297.557611595,4730540.60002133,2011/02/01 01:04:07+00,1469
597235.466951847,4730457.25941718,2011/02/01 01:06:13+00,1469
597213.853852408,4730424.72391983,2011/02/01 01:08:07+00,1469
597172.080158396,4730396.69210135,2011/02/01 01:10:12+00,1469
597168.207697636,4730393.69440969,2011/02/01 01:14:12+00,1469
597021.541551948,4730307.3240748,2011/02/01 01:20:18+00,1469
597075.003626324,4730282.8068054,2011/02/01 01:25:05+00,1469
596804.876591044,4730016.63607686,2011/02/01 02:55:12+00,1469
596749.958655134,4729987.67880696,2011/02/01 03:02:46+00,1469
596748.373326727,4729988.01203868,2011/02/01 03:04:06+00,1469
596718.407251355,4729888.97697206,2011/02/01 03:06:04+00,1469
596532.924525911,4729794.05579234,2011/02/01 03:14:09+00,1469
596556.565355995,4729784.38987275,2011/02/01 03:18:36+00,1469
596447.249815127,4729722.78867339,2011/02/01 03:24:08+00,1469
596447.829682556,4729698.82866566,2011/02/01 03:26:13+00,1469
596556.034015848,4729718.03144551,2011/02/01 03:28:10+00,1469
596599.805372956,4729743.6548651,2011/02/01 03:30:08+00,1469
596590.410535056,4729811.71836021,2011/02/01 03:34:23+00,1469
596655.478349956,4729876.40181649,2011/02/01 03:36:05+00,1469
596797.827976265,4729878.34852039,2011/02/01 03:42:47+00,1469
596940.055710219,4730039.72133823,2011/02/01 03:47:37+00,1469
596953.538481284,4730038.3998637,2011/02/01 03:49:23+00,1469
596846.111425473,4730030.19714105,2011/02/01 03:52:11+00,1469
596740.395257527,4730011.50203793,2011/02/01 03:58:10+00,1469
596742.526065443,4730013.7420708,2011/02/01 04:00:13+00,1469
596736.493990335,4730008.19321301,2011/02/01 04:03:22+00,1469
596751.06200435,4730014.18359082,2011/02/01 04:05:11+00,1469
596738.613265284,4730007.74527548,2011/02/01 04:06:06+00,1469
